carat,cut,color,clarity,depth,table,price,x,y,z
0.54,Good,E,SI2,63.9,54.0,1112,5.18,5.12,3.29
0.65,Premium,F,SI1,61.4,57.8,1748,5.5,5.56,3.39
0.92,Very Good,G,SI2,62.4,60.0,3713,6.18,6.22,3.87
1.28,Ideal,H,SI2,62.8,57.0,6451,6.92,6.87,4.33
0.34,Premium,F,VS1,60.4,58.0,745,4.51,4.53,2.73
1.01,Ideal,D,SI1,62.2,54.0,6257,6.42,6.45,4.0
0.31,Ideal,D,VVS2,61.9,55.0,777,4.36,4.39,2.71
0.5,Ideal,G,VVS2,62.3,56.0,1838,5.05,5.09,3.16
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76
0.31,Ideal,G,VS1,62.3,54.0,600,4.35,4.38,2.72
0.41,Ideal,J,VS1,62.8,56.0,707,4.73,4.79,2.99
1.46,Ideal,G,VS2,62.3,56.0,10302,7.28,7.2,4.51
1.27,Ideal,F,VS2,62.8,56.0,6543,6.9,6.86,4.32
1.5,Ideal,D,SI1,60.3,57.0,12206,7.37,7.4,4.45
1.01,Ideal,G,SI1,60.6,59.0,5049,6.45,6.49,3.92
1.4,Very Good,D,SI2,61.8,54.0,8268,7.16,7.21,4.44
1.39,Premium,F,SI1,62.1,58.0,8631,7.16,7.1,4.43
1.25,Very Good,H,SI2,63.2,60.0,4199,6.87,6.81,4.32
0.34,Ideal,D,VS2,62.3,55.0,1033,4.48,4.45,2.78
1.28,Very Good,F,VVS2,62.0,57.0,11602,6.92,7.01,4.32
0.7,Premium,E,SI1,62.7,59.0,2777,5.67,5.63,3.54
0.5,Ideal,D,VVS2,60.7,57.0,2376,5.2,5.15,3.14
0.47,Very Good,D,VS1,59.5,61.0,1422,5.06,5.03,3.02
0.9,Good,D,SI1,63.8,57.0,4178,6.12,6.07,3.89
0.57,Ideal,E,VS2,61.7,56.0,1949,5.36,5.34,3.3
0.31,Premium,J,VS2,62.4,60.0,488,4.33,4.29,2.69
0.31,Ideal,H,VS1,62.0,53.0,562,4.34,4.37,2.7
1.0,Ideal,G,VS1,62.7,54.0,6465,6.42,6.37,4.01
0.33,Ideal,G,VS2,62.5,57.0,743,4.41,4.39,2.75
1.02,Premium,E,VVS1,61.5,59.0,11163,6.46,6.41,3.96
1.13,Premium,I,SI1,61.8,59.0,4536,6.65,6.68,4.12
1.24,Premium,F,SI1,61.6,59.0,7000,6.9,6.86,4.24
0.51,Good,D,VS2,64.2,58.0,1430,5.01,5.06,3.23
0.3,Ideal,G,VVS1,61.8,57.0,764,4.32,4.36,2.68
1.26,Ideal,G,VVS1,62.1,57.0,10720,6.91,7.01,4.32
0.3,Ideal,E,VS1,61.7,57.0,710,4.28,4.31,2.65
2.07,Ideal,I,SI2,62.0,55.0,16337,8.22,8.12,5.07
0.4,Premium,J,IF,62.7,60.0,1063,4.7,4.64,2.93
0.7,Ideal,E,SI1,61.6,56.0,3330,5.7,5.72,3.52
0.72,Very Good,J,VS1,64.0,57.0,2066,5.67,5.71,3.64
0.39,Ideal,G,SI2,62.0,55.0,683,4.69,4.73,2.92
0.31,Ideal,G,SI2,60.5,57.0,523,4.4,4.36,2.65
1.0,Premium,F,VS1,62.6,58.0,7114,6.37,6.4,4.0
1.01,Very Good,F,VS1,63.9,55.0,6679,6.28,6.36,4.04
1.04,Ideal,E,SI2,61.4,56.0,4892,6.56,6.5,4.01
0.38,Ideal,G,VVS1,59.7,60.0,979,4.71,4.74,2.82
0.61,Good,D,SI2,59.8,62.0,1423,5.48,5.53,3.29
0.4,Premium,E,SI1,62.2,62.0,882,4.69,4.66,2.91
0.51,Good,H,VS1,63.7,55.0,1438,5.07,5.1,3.24
0.52,Very Good,F,VS2,60.4,56.0,1581,5.27,5.29,3.19
1.23,Ideal,H,SI2,62.1,56.0,6199,6.85,6.82,4.24
0.3,Ideal,H,VVS2,61.9,56.0,542,4.28,4.31,2.65
0.71,Ideal,E,VS2,59.5,57.0,2982,5.86,5.83,3.48
1.0,Good,G,VS1,63.9,55.0,6028,6.34,6.28,4.03
0.71,Good,I,VS2,64.3,63.0,2270,5.63,5.56,3.6
0.9,Ideal,I,VS1,61.3,55.0,4093,6.21,6.25,3.82
0.3,Ideal,F,VVS2,62.3,54.0,684,4.32,4.35,2.7
0.31,Premium,G,SI1,62.1,58.0,593,4.36,4.33,2.7
0.52,Premium,F,SI1,59.5,59.0,1338,5.31,5.24,3.14
0.57,Ideal,E,SI1,61.9,56.0,1613,5.33,5.3,3.29
0.54,Ideal,G,VS1,62.0,56.0,1847,5.24,5.21,3.24
1.04,Premium,G,VS2,62.2,58.0,6122,6.49,6.4,4.01
0.31,Ideal,I,VVS1,61.4,54.0,571,4.38,4.41,2.7
1.01,Premium,D,SI2,61.5,56.0,4805,6.46,6.39,3.95
1.01,Very Good,I,SI1,64.4,54.0,4805,6.31,6.4,4.09
0.5,Very Good,F,VS2,63.0,58.0,1436,5.05,5.08,3.19
0.3,Ideal,G,VVS1,61.7,54.0,764,4.32,4.34,2.67
0.36,Very Good,G,SI2,61.9,56.0,473,4.55,4.59,2.83
1.56,Premium,E,SI2,62.4,60.0,10090,7.41,7.36,4.61
0.71,Ideal,D,SI2,61.5,56.2,2564,5.73,5.75,3.53
1.31,Premium,H,SI2,61.7,59.0,4548,7.03,6.98,4.32
0.54,Ideal,E,VVS2,61.1,56.0,2502,5.26,5.31,3.22
1.03,Very Good,D,SI1,62.5,59.0,5924,6.45,6.48,4.04
0.51,Very Good,H,VS2,61.4,55.8,1436,5.14,5.19,3.17
0.7,Ideal,I,SI1,62.5,55.0,2110,5.7,5.73,3.57
1.02,Very Good,D,VS2,63.9,59.0,6447,6.29,6.33,4.03
0.3,Good,G,VVS1,63.5,57.0,789,4.23,4.27,2.7
0.23,Very Good,F,VS1,59.8,57.0,402,4.04,4.06,2.42
1.14,Ideal,G,SI2,63.0,57.0,4558,6.7,6.64,4.2
1.03,Ideal,F,VVS2,61.1,57.0,10049,6.51,6.54,3.99
0.9,Very Good,F,VS2,61.7,57.0,4493,6.17,6.21,3.82
0.32,Ideal,F,VS2,62.5,56.0,645,4.37,4.4,2.74
0.45,Ideal,E,VVS2,61.9,56.0,1401,4.95,4.91,3.05
0.33,Premium,G,VS1,59.2,59.0,666,4.51,4.54,2.68
0.41,Very Good,G,VVS1,61.0,61.0,1151,4.72,4.75,2.89
0.32,Ideal,D,VS2,62.6,57.0,758,4.37,4.41,2.75
0.84,Very Good,D,VS1,60.1,58.0,4869,6.12,6.15,3.69
0.72,Ideal,G,SI2,60.8,57.0,2449,5.79,5.82,3.52
0.9,Premium,E,SI1,61.6,57.0,4385,6.25,6.19,3.83
0.31,Ideal,E,VS2,60.8,54.0,872,4.4,4.39,2.67
1.02,Ideal,E,SI2,61.6,55.0,4912,6.52,6.46,4.0
0.31,Ideal,E,VS2,62.0,55.0,872,4.37,4.34,2.7
0.56,Ideal,H,VVS1,62.1,54.0,1819,5.28,5.31,3.29
0.53,Premium,F,VVS2,61.4,57.0,2290,5.22,5.2,3.2
0.7,Ideal,I,VS1,61.5,56.0,2924,5.71,5.75,3.52
0.79,Ideal,G,VVS2,62.1,56.0,3760,5.89,5.93,3.67
0.41,Very Good,G,VS2,61.4,57.0,800,4.76,4.81,2.94
0.5,Good,H,VS2,56.3,65.0,1239,5.21,5.24,2.94
0.3,Ideal,I,VVS1,61.3,57.0,709,4.34,4.31,2.65
1.66,Premium,E,SI2,62.6,58.0,10553,7.53,7.48,4.7
0.31,Ideal,D,SI1,62.3,55.0,732,4.37,4.33,2.71
0.53,Ideal,F,VVS1,61.4,57.0,2834,5.2,5.23,3.2
0.5,Good,E,VS1,60.3,62.0,1690,5.1,5.11,3.08
1.22,Ideal,I,SI2,60.7,57.0,4714,6.92,6.88,4.19
0.5,Ideal,E,SI1,60.6,59.0,1337,5.13,5.16,3.12
2.0,Ideal,G,SI1,61.7,55.0,13675,8.11,8.07,4.99
0.3,Ideal,G,VS1,61.9,56.0,605,4.29,4.34,2.67
0.71,Ideal,I,VS1,62.3,59.0,2368,5.68,5.72,3.55
1.01,Good,F,SI2,63.2,59.0,4416,6.35,6.38,4.02
1.04,Ideal,G,VS2,62.0,57.0,6342,6.49,6.5,4.03
0.72,Ideal,G,VS1,61.8,56.0,3478,5.74,5.76,3.55
0.31,Ideal,G,VVS1,61.0,57.0,789,4.38,4.4,2.68
1.57,Premium,G,SI1,59.2,59.0,10914,7.6,7.68,4.52
1.39,Premium,E,VS2,61.7,59.0,11248,7.13,7.09,4.39
0.73,Very Good,D,SI1,62.2,57.0,2197,5.74,5.78,3.58
2.09,Very Good,I,SI2,63.0,57.0,14704,8.09,8.13,5.11
0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75
1.01,Ideal,G,VS2,62.6,56.0,6964,6.41,6.44,4.02
1.13,Very Good,G,SI1,63.1,58.0,5526,6.65,6.59,4.18
0.8,Ideal,D,SI2,61.9,54.0,3682,5.98,5.96,3.7
2.03,Premium,I,VS2,58.5,60.0,16309,8.37,8.34,4.89
0.4,Premium,F,VVS2,62.2,59.0,1088,4.65,4.7,2.91
0.51,Very Good,D,VS2,61.1,59.0,1787,5.12,5.16,3.14
1.0,Premium,F,VVS2,61.2,60.0,8400,6.43,6.38,3.92
0.31,Good,G,SI1,63.2,54.0,462,4.31,4.33,2.73
0.27,Ideal,G,SI2,62.3,55.0,361,4.14,4.18,2.59
0.33,Ideal,H,SI1,63.0,57.0,610,4.41,4.39,2.77
2.03,Very Good,E,SI2,58.8,59.0,18115,8.23,8.28,4.85
1.55,Premium,H,SI1,61.8,59.0,10277,7.45,7.38,4.58
0.31,Ideal,D,VS2,61.2,55.0,734,4.37,4.42,2.69
1.5,Fair,G,SI2,68.5,66.0,6552,6.87,6.76,4.67
0.3,Very Good,D,SI1,61.0,61.0,552,4.27,4.29,2.61
0.9,Very Good,G,SI1,62.2,58.0,4435,6.15,6.2,3.84
0.27,Very Good,E,VVS1,61.3,57.0,682,4.15,4.18,2.55
1.02,Ideal,G,VS1,62.0,55.0,6968,6.4,6.53,4.01
0.31,Premium,I,VS1,62.3,59.0,489,4.29,4.35,2.69
1.0,Very Good,E,SI2,60.6,61.0,4312,6.39,6.44,3.89
1.13,Ideal,I,VS1,61.8,57.0,6980,6.66,6.7,4.13
2.01,Premium,I,VS2,60.5,60.0,16626,8.15,8.17,4.94
0.82,Good,E,SI2,61.8,56.0,3050,5.95,5.99,3.69
0.61,Ideal,F,VVS2,61.5,55.0,3248,5.47,5.53,3.38
0.72,Premium,H,VS2,61.4,57.0,2484,5.79,5.75,3.54
1.01,Very Good,H,SI1,58.5,56.0,4619,6.6,6.69,3.89
0.4,Ideal,G,VVS1,62.1,53.0,1043,4.75,4.79,2.96
0.91,Premium,E,SI2,61.1,59.0,3703,6.2,6.24,3.8
0.9,Ideal,G,SI2,61.4,56.0,4044,6.19,6.23,3.81
0.55,Very Good,D,SI1,60.7,58.0,1692,5.24,5.3,3.2
0.81,Ideal,E,SI1,61.9,56.0,3935,5.97,6.02,3.71
1.51,Good,I,SI1,63.8,59.0,6266,7.27,7.21,4.62
0.3,Premium,E,VS2,59.2,59.0,844,4.41,4.37,2.6
0.41,Premium,E,VS2,59.8,60.0,935,4.83,4.87,2.9
0.31,Ideal,F,VS2,62.6,57.0,802,4.33,4.29,2.7
0.3,Premium,I,VVS1,62.8,59.0,709,4.29,4.24,2.68
0.32,Ideal,H,VVS2,61.8,55.0,645,4.38,4.42,2.72
0.65,Very Good,H,VVS1,61.6,58.0,2318,5.57,5.62,3.42
1.0,Ideal,G,SI2,60.3,57.0,3528,6.51,6.45,3.91
0.46,Ideal,G,IF,61.7,56.0,1987,4.97,5.01,3.08
0.7,Premium,J,SI1,63.0,56.0,1827,5.66,5.61,3.55
1.02,Premium,G,VS2,62.1,59.0,6169,6.47,6.41,4.0
1.01,Premium,G,SI1,63.0,58.0,4525,6.35,6.29,3.98
1.4,Premium,G,SI2,62.0,60.0,7357,7.16,7.1,4.42
0.3,Premium,G,VS1,59.6,59.0,776,4.38,4.34,2.6
1.0,Very Good,I,VS1,63.3,55.0,4516,6.39,6.34,4.03
0.73,Ideal,J,VS2,62.3,55.0,2101,5.74,5.78,3.59
1.7,Ideal,H,SI2,61.2,56.0,9444,7.71,7.64,4.7
1.07,Premium,I,SI1,58.4,60.0,4075,6.78,6.68,3.93
1.56,Ideal,H,SI1,62.2,55.0,12082,7.41,7.45,4.62
0.32,Ideal,G,VS1,62.1,55.0,645,4.4,4.42,2.74
1.11,Ideal,D,SI2,62.2,57.0,5501,6.66,6.62,4.12
0.35,Premium,G,VS1,61.7,61.0,906,4.52,4.49,2.78
0.9,Fair,I,VVS1,63.5,57.0,4194,5.98,6.09,3.83
0.9,Ideal,H,VS1,61.6,56.0,4592,6.17,6.13,3.79
1.1,Ideal,F,VS2,58.6,57.0,5692,6.82,6.8,3.99
0.31,Good,D,SI1,63.8,57.0,533,4.29,4.33,2.75
1.0,Premium,E,SI2,62.0,59.0,4077,6.43,6.3,3.95
0.9,Good,E,VS2,64.2,59.0,4315,6.02,6.1,3.89
0.31,Good,E,SI1,63.5,55.0,544,4.31,4.35,2.75
1.21,Fair,G,SI1,64.6,60.0,6397,6.69,6.62,4.3
0.31,Ideal,D,VVS2,62.4,56.0,766,4.34,4.38,2.72
0.92,Good,D,SI2,57.8,63.0,3335,6.36,6.4,3.69
0.42,Very Good,H,SI1,62.9,57.0,700,4.76,4.84,3.02
1.01,Ideal,E,VVS2,62.8,56.0,9254,6.39,6.34,4.0
0.27,Ideal,H,SI1,61.6,57.0,393,4.13,4.15,2.55
1.67,Premium,I,VS2,61.9,56.0,10736,7.64,7.6,4.72
0.52,Ideal,F,VS2,62.5,54.0,1600,5.14,5.17,3.22
0.33,Premium,H,VS1,62.1,59.0,579,4.43,4.46,2.76
0.35,Ideal,H,IF,60.9,57.0,1028,4.58,4.6,2.8
0.76,Ideal,H,VS1,61.6,56.0,3424,5.85,5.9,3.62
0.31,Ideal,G,VVS1,62.5,54.0,789,4.34,4.37,2.72
1.5,Very Good,E,SI2,62.1,59.0,9548,7.26,7.33,4.53
0.79,Good,F,SI2,64.3,60.0,1943,5.82,5.75,3.72
1.01,Good,F,VS2,57.3,62.0,5487,6.63,6.59,3.79
1.01,Good,E,SI2,60.2,60.0,4566,6.37,6.42,3.85
0.72,Ideal,F,VS2,61.9,54.0,2568,5.77,5.74,3.56
0.71,Very Good,F,SI1,61.8,58.0,2436,5.72,5.81,3.56
0.31,Ideal,D,VS1,62.0,57.0,673,4.33,4.35,2.69
1.01,Good,H,I1,63.2,58.0,3110,6.33,6.39,4.02
0.31,Ideal,G,VS2,61.6,55.0,544,4.37,4.39,2.7
0.71,Premium,G,VS2,61.9,62.0,2694,5.72,5.69,3.53
0.58,Ideal,F,VS2,61.5,57.0,1657,5.34,5.39,3.3
0.7,Premium,E,SI1,58.6,60.0,2657,5.78,5.75,3.38
0.35,Ideal,H,VS2,61.2,56.0,571,4.53,4.56,2.78
0.38,Ideal,H,SI1,61.2,56.0,697,4.7,4.74,2.89
0.9,Very Good,H,VS1,62.5,58.0,4428,6.09,6.13,3.82
0.61,Ideal,H,IF,62.0,54.4,2438,5.44,5.47,3.38
1.55,Very Good,H,SI1,61.6,54.0,9818,7.41,7.47,4.58
0.52,Ideal,G,VS1,62.4,56.0,1815,5.15,5.11,3.2
0.7,Ideal,E,SI1,60.2,58.0,2617,5.75,5.78,3.47
0.58,Ideal,E,VS2,61.7,57.0,1683,5.35,5.42,3.32
0.27,Very Good,F,VVS1,61.8,55.0,604,4.13,4.16,2.56
0.53,Very Good,G,VVS1,58.9,60.0,2136,5.23,5.3,3.1
0.7,Premium,H,VS2,61.0,59.0,2251,5.72,5.65,3.47
0.38,Ideal,G,VVS1,61.7,55.0,993,4.67,4.7,2.89
0.71,Ideal,F,SI2,61.6,56.0,2168,5.73,5.67,3.51
0.56,Ideal,G,SI2,61.9,54.0,1173,5.29,5.34,3.29
0.4,Ideal,F,VVS2,62.2,55.0,1012,4.75,4.77,2.96
1.29,Fair,H,I1,67.7,62.0,2596,6.69,6.59,4.5
0.4,Premium,E,SI1,62.6,59.0,945,4.71,4.68,2.94
1.01,Fair,J,VS2,59.6,62.0,3886,6.54,6.49,3.88
0.3,Very Good,G,IF,62.9,58.0,895,4.21,4.25,2.66
1.41,Fair,H,I1,64.7,58.0,4145,7.05,7.0,4.55
1.7,Premium,I,VS2,62.4,58.0,10910,7.61,7.56,4.73
0.71,Very Good,D,VS2,61.9,59.0,3366,5.68,5.72,3.53
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58
1.2,Ideal,J,SI1,61.6,57.0,4831,6.79,6.87,4.21
1.22,Premium,I,SI1,62.1,59.0,5368,6.8,6.86,4.24
0.25,Very Good,G,VVS1,61.8,57.0,525,4.04,4.07,2.5
0.4,Ideal,G,VVS2,61.5,57.0,1172,4.74,4.76,2.92
0.31,Very Good,G,VVS2,62.9,58.0,707,4.28,4.3,2.7
0.41,Premium,E,SI1,61.2,59.0,705,4.78,4.82,2.94
0.54,Very Good,G,IF,62.5,58.0,2128,5.19,5.27,3.27
0.3,Premium,D,SI1,60.6,60.0,709,4.32,4.3,2.61
0.65,Premium,I,SI2,60.7,58.0,1219,5.65,5.62,3.42
0.31,Ideal,D,VVS2,61.6,56.0,766,4.34,4.38,2.69
0.91,Ideal,F,SI2,62.4,57.0,3812,6.18,6.22,3.87
1.03,Ideal,H,SI1,59.7,55.0,4585,6.6,6.64,3.95
0.42,Ideal,G,VS1,62.7,54.0,921,4.8,4.83,3.02
0.31,Premium,G,VS1,59.9,59.0,617,4.44,4.41,2.65
0.42,Very Good,G,VS2,62.1,55.0,854,4.8,4.83,2.99
0.52,Premium,G,VS2,62.0,58.0,1577,5.2,5.16,3.21
0.3,Ideal,F,VVS1,62.2,53.0,857,4.3,4.32,2.68
0.59,Very Good,F,SI1,63.4,54.0,2000,5.35,5.4,3.41
0.9,Very Good,F,SI1,63.1,58.0,3881,6.18,6.12,3.88
1.05,Good,F,SI1,57.9,62.0,4729,6.68,6.73,3.88
1.1,Ideal,H,SI1,62.7,57.0,5583,6.6,6.63,4.15
1.06,Ideal,F,VVS2,62.1,57.0,9118,6.54,6.5,4.05
2.04,Very Good,I,VS2,61.0,61.0,16616,8.08,8.14,4.95
0.51,Very Good,G,VS1,63.4,57.0,1709,5.08,5.04,3.21
1.34,Premium,H,VS2,62.3,60.0,7630,7.05,7.02,4.38
0.3,Premium,H,VS2,61.8,60.0,473,4.26,4.31,2.65
0.57,Ideal,E,VS2,60.8,56.0,1728,5.35,5.4,3.27
0.3,Very Good,G,SI1,61.0,58.0,432,4.3,4.32,2.63
0.5,Premium,G,VVS2,59.6,60.0,1935,5.18,5.15,3.08
1.16,Ideal,G,VVS2,62.0,56.0,8646,6.71,6.75,4.17
0.33,Premium,F,SI2,63.0,58.0,557,4.42,4.4,2.78
0.3,Ideal,H,IF,62.3,54.0,764,4.34,4.36,2.71
1.51,Fair,H,VS2,64.9,53.0,7534,7.28,7.24,4.71
0.9,Very Good,F,SI1,62.8,59.0,4099,6.1,6.16,3.85
1.52,Ideal,F,VS1,62.2,55.0,16055,7.29,7.41,4.57
0.35,Ideal,F,VS2,62.3,55.0,906,4.56,4.53,2.83
0.32,Premium,H,VS2,61.4,60.0,505,4.39,4.41,2.7
0.44,Ideal,H,SI2,62.3,54.0,654,4.89,4.93,3.06
0.33,Ideal,F,VS2,61.3,56.0,854,4.47,4.43,2.73
0.46,Ideal,J,VVS1,61.8,56.0,1018,4.97,4.93,3.06
0.73,Premium,E,VS1,60.9,61.0,3311,5.81,5.79,3.53
1.1,Premium,F,I1,59.8,61.0,3745,6.7,6.65,3.99
2.1,Premium,J,VS2,58.3,54.0,12401,8.49,8.45,4.94
0.42,Ideal,I,SI1,62.3,54.0,654,4.82,4.84,3.01
1.22,Ideal,H,SI1,61.9,56.0,5985,6.86,6.83,4.24
0.42,Premium,D,VVS2,62.8,59.0,1241,4.76,4.73,2.98
0.53,Premium,D,SI2,59.3,61.0,1318,5.29,5.26,3.13
2.07,Ideal,J,VVS2,62.7,54.0,16617,8.12,8.17,5.11
1.6,Very Good,D,SI2,60.6,58.0,10646,7.55,7.61,4.59
2.2,Ideal,G,SI2,62.0,57.0,18168,8.31,8.27,5.14
0.31,Premium,D,VS2,60.7,59.0,734,4.35,4.38,2.65
0.27,Ideal,F,VVS2,62.0,55.0,760,4.14,4.16,2.57
0.4,Ideal,G,SI2,60.6,56.0,651,4.82,4.79,2.91
0.32,Ideal,F,VS2,62.5,56.0,828,4.4,4.37,2.74
0.73,Ideal,E,SI1,61.6,57.0,2707,5.81,5.78,3.57
0.54,Very Good,F,VS1,61.0,58.0,1813,5.24,5.25,3.2
1.01,Ideal,H,SI1,62.4,53.0,4559,6.42,6.47,4.02
0.81,Ideal,E,SI2,61.8,56.0,3013,6.0,5.97,3.7
0.31,Very Good,F,VVS1,61.4,56.0,859,4.37,4.4,2.69
1.13,Ideal,G,VS1,61.5,56.0,8051,6.71,6.73,4.13
0.86,Ideal,E,SI1,62.3,54.0,3456,6.13,6.07,3.8
0.37,Premium,I,VVS1,62.4,58.0,874,4.58,4.55,2.85
1.01,Good,E,VVS2,64.2,57.0,7293,6.3,6.34,4.06
0.71,Good,H,SI1,63.5,57.0,2096,5.63,5.67,3.59
0.42,Ideal,I,IF,61.7,55.0,961,4.83,4.86,2.99
1.25,Ideal,F,VVS1,62.2,56.0,12698,6.93,6.89,4.3
1.09,Very Good,I,SI2,63.8,57.0,4078,6.5,6.55,4.16
0.9,Premium,D,SI2,61.2,62.0,4133,6.22,6.07,3.76
0.59,Ideal,F,SI2,60.1,57.0,1371,5.45,5.49,3.29
1.0,Fair,E,SI2,64.6,54.0,3763,6.33,6.27,4.07
1.01,Very Good,F,VS2,62.8,59.0,6416,6.33,6.41,4.0
0.32,Ideal,G,IF,60.9,56.0,954,4.41,4.43,2.69
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58
1.22,Ideal,F,VVS2,61.9,53.0,11730,6.9,6.92,4.28
0.42,Ideal,G,VVS1,61.7,55.0,1235,4.84,4.78,2.97
0.71,Very Good,D,VS2,61.8,55.0,3084,5.72,5.74,3.54
2.01,Very Good,H,SI1,58.2,63.0,18027,8.32,8.23,4.82
0.51,Ideal,D,I1,62.1,56.0,1071,5.15,5.06,3.17
1.01,Ideal,E,SI2,61.1,59.0,4787,6.53,6.47,3.97
0.52,Premium,G,VS1,62.4,59.0,1689,5.13,5.16,3.21
0.51,Ideal,D,SI1,61.9,54.0,1569,5.14,5.2,3.19
1.71,Very Good,F,SI1,63.3,53.0,13152,7.54,7.59,4.79
0.7,Very Good,F,SI2,56.9,62.0,2177,5.87,5.9,3.35
1.7,Very Good,F,I1,63.1,56.0,5998,7.62,7.51,4.78
1.01,Good,H,SI2,63.0,61.0,4865,6.32,6.29,3.97
1.01,Premium,G,VS1,61.7,56.0,6882,6.53,6.46,4.01
0.31,Ideal,H,SI1,61.4,55.0,573,4.44,4.36,2.7
1.51,Very Good,E,SI2,58.8,58.0,9727,7.53,7.61,4.45
0.67,Very Good,E,SI2,63.1,58.0,1244,5.62,5.53,3.53
1.01,Ideal,G,VVS2,61.1,57.0,8029,6.49,6.54,3.98
0.52,Ideal,J,SI1,62.3,56.0,1395,5.12,5.16,3.2
1.01,Good,H,SI1,63.7,60.0,4836,6.35,6.3,4.03
0.52,Ideal,F,VS1,62.0,57.0,1872,5.16,5.13,3.19
1.71,Premium,H,SI1,62.8,58.0,12338,7.62,7.53,4.76
1.47,Premium,I,SI2,61.6,59.0,6403,7.29,7.32,4.5
0.36,Ideal,G,VVS2,61.8,54.0,794,4.59,4.61,2.84
1.13,Ideal,I,SI2,61.7,57.0,4385,6.7,6.59,4.13
0.3,Premium,H,VS1,62.1,59.0,630,4.28,4.25,2.65
0.94,Ideal,E,SI2,61.1,55.0,3915,6.29,6.34,3.86
0.7,Good,E,SI1,59.8,64.0,2079,5.75,5.69,3.42
2.06,Premium,G,SI1,61.5,58.0,18439,8.2,8.15,5.03
0.55,Ideal,G,VS2,60.4,56.0,1854,5.38,5.31,3.23
0.42,Premium,H,SI1,60.9,58.0,898,4.85,4.84,2.95
0.52,Fair,I,VVS2,60.4,66.0,1401,5.26,5.2,3.16
0.32,Ideal,H,VVS1,61.6,54.0,708,4.42,4.45,2.73
0.33,Very Good,D,VS1,61.6,53.0,742,4.45,4.48,2.75
1.01,Very Good,D,SI2,60.5,58.0,4799,6.45,6.5,3.92
0.9,Very Good,E,SI2,58.7,63.0,2930,6.23,6.2,3.65
0.35,Premium,D,SI1,61.8,59.0,644,4.54,4.56,2.81
1.01,Ideal,F,VS1,62.0,57.0,7465,6.39,6.45,3.98
1.21,Premium,H,SI1,59.8,58.0,6573,6.95,6.9,4.14
1.0,Premium,D,SI1,59.2,62.0,5723,6.54,6.49,3.86
1.01,Very Good,F,VS1,61.0,58.0,6719,6.47,6.54,3.97
0.43,Very Good,E,VS1,61.9,53.0,1051,4.86,4.89,3.02
0.41,Ideal,E,VS1,61.8,57.0,1079,4.76,4.79,2.95
0.71,Very Good,G,VS2,63.3,56.0,2549,5.67,5.74,3.61
0.33,Ideal,G,VS1,61.4,54.0,854,4.48,4.44,2.74
0.4,Very Good,F,VS1,63.1,56.0,895,4.68,4.7,2.96
0.32,Premium,H,SI1,61.9,59.0,576,4.41,4.38,2.72
2.08,Good,I,SI2,57.0,63.0,11313,8.49,8.45,4.83
0.4,Ideal,H,VS1,62.7,59.0,1017,4.74,4.7,2.96
0.93,Ideal,F,SI2,61.9,57.0,3941,6.21,6.25,3.86
0.7,Good,E,SI1,63.3,60.0,2569,5.56,5.59,3.53
0.33,Premium,G,VS1,61.6,60.0,854,4.46,4.41,2.73
1.01,Good,E,VS2,63.8,59.0,5430,6.26,6.22,3.98
0.4,Ideal,G,VVS1,61.2,56.0,1059,4.74,4.8,2.92
0.31,Ideal,F,VS2,61.6,55.0,802,4.37,4.36,2.69
1.01,Ideal,G,VVS1,61.1,56.0,8647,6.51,6.49,3.97
0.58,Ideal,I,VVS1,62.1,56.0,1680,5.32,5.34,3.31
1.12,Good,E,SI1,64.3,57.0,5630,6.56,6.5,4.2
0.52,Very Good,D,VS2,62.9,59.0,1847,5.11,5.13,3.22
1.51,Ideal,H,VS1,62.6,56.0,11580,7.28,7.32,4.57
0.32,Premium,H,VS2,62.7,58.0,605,4.35,4.33,2.72
1.0,Premium,D,VS2,61.2,61.0,6303,6.39,6.35,3.9
1.18,Premium,G,VVS2,58.2,62.0,9188,6.92,6.89,4.02
0.5,Very Good,F,VS1,61.9,62.0,1558,5.02,5.06,3.12
0.28,Very Good,F,VS1,62.1,59.0,487,4.16,4.21,2.6
1.02,Very Good,H,VS2,62.4,57.0,5383,6.43,6.35,3.99
0.34,Ideal,F,SI1,59.4,57.0,630,4.58,4.54,2.71
0.72,Ideal,I,VS2,60.3,57.0,3391,5.82,5.86,3.52
0.3,Ideal,F,VS2,62.1,53.3,601,4.3,4.32,2.68
0.32,Ideal,F,VS1,61.9,56.0,900,4.4,4.36,2.71
1.02,Very Good,E,SI2,63.3,59.0,4478,6.42,6.32,4.03
0.52,Ideal,G,VVS2,62.3,55.0,1911,5.12,5.16,3.2
0.38,Ideal,G,VVS2,61.9,55.6,929,4.64,4.67,2.88
0.56,Ideal,F,VVS2,61.1,56.0,2522,5.35,5.37,3.27
0.6,Very Good,F,SI1,63.2,57.0,1599,5.39,5.33,3.39
0.7,Very Good,I,VS1,61.4,57.0,2405,5.71,5.74,3.52
0.34,Ideal,E,VS1,59.1,57.0,698,4.55,4.58,2.7
